"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Fiji","FJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7090631","3.14765991","3.23150278","3.22010967","3.52852758","3.5281609","3.62724012","3.69979756","3.332617","3.70077439","3.57552919","3.40455083","3.53699015","3.46669259","3.66050261","3.55412007","","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5411273","9.66523159","9.98176457","10.04113395","10.12424262","10.17983581","10.04536783","9.96160043","10.10223474","10.80662093","10.71304671","10.72586389","10.8276972","10.92933097","11.10007654","11.0664428","","",
"Faroe Islands","FRO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73192735","8.41847303","7.81573663","9.49765447","10.37829876","11.4620996","10.6528189","11.05850584","11.85257576","12.55259286","12.94466667","12.89123794","11.97959509","11.92774367","12.40041824","13.09149841","","",
"Gabon","GAB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89983318","3.21186731","3.22672793","3.46656906","3.27068325","2.77914653","2.90599245","2.88247375","2.5522797","3.46409337","2.47556916","2.55771579","2.42097551","2.84087184","2.53282247","2.67891653","","",
"United Kingdom","GBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.01210311","6.35113759","6.6226913","6.88601536","7.09729047","7.23952802","7.3843617","7.48933098","7.7415566","8.57783606","8.50761193","8.45869043","8.47576291","9.85475594","9.79945656","9.87677211","","",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.39698825","7.37189092","8.0472103","8.24999582","8.31636808","8.30393254","7.83901378","7.64975874","8.68152031","9.83542755","9.54538881","8.39221163","8.37314174","8.39572392","8.43567753","7.93235924","","",
"Ghana","GHA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.10171225","5.57605656","5.04189615","5.0733412","5.10446387","6.31860307","6.17445292","6.18850968","6.40629742","6.50636994","6.51719422","6.09082792","5.460606","5.76604281","5.53055582","5.90823662","","",
"Gibraltar","GIB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98586671","5.22554925","5.97736941","5.04161939","4.63979538","4.52538655","4.26176431","4.57823393","4.25948508","4.27911819","4.44460426","5.07420246","4.56736105","4.65245021","4.31473909","4.53653174","","",
"Gambia, The","GMB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6199563","3.71847431","3.75957281","4.22792371","4.36338531","4.9077759","5.46509211","5.71812343","5.91565753","5.78185463","5.73596691","6.20478405","6.11916963","6.14811505","7.00506273","6.74591261","","",
"Guinea-Bissau","GNB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.29487468","6.12009237","5.22416036","5.67422019","6.87225799","6.27292304","6.42834736","6.80852902","6.84519607","6.58135048","6.15926581","5.40450574","4.76320364","4.67240271","6.2887225","6.87939957","","",
"Equatorial Guinea","GNQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5080417","2.29652799","1.00750601","1.20278886","1.03457428","0.83872708","1.46970765","1.47406683","1.31925308","1.68699149","1.53191787","1.34881389","1.44458264","1.72544761","1.77478374","2.6970827","","",
"Greece","GRC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2433243","7.98784182","8.23377837","8.19821033","7.93223888","8.99658356","8.96532477","9.06037355","9.38345943","9.46849801","9.560039","9.09809742","8.77645644","8.33554363","7.94134054","8.38483836","","",
"Grenada","GRD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.10058257","5.36194136","5.75367226","5.22011593","5.13099492","5.26964048","5.82750134","5.68259172","5.73525429","6.02917167","6.13029735","6.10144597","5.79295272","5.61768869","5.26602641","4.99637414","","",
"Greenland","GRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18287921","6.72074085","6.66925949","6.80746907","6.73807797","6.6264241","6.92972084","6.70843247","6.52445489","6.61727539","6.41021396","6.17231451","6.26312554","6.21958841","6.20482205","5.71638638","","",
"Guam","GUM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38132344","4.50197888","4.83993775","5.16893852","5.03497786","5.3545234","3.98689653","4.03587107","4.16340767","4.59965726","4.64513283","4.91412351","4.83490078","4.98030173","5.14073899","4.47959547","","",
"High income","HIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.34436785992058","9.82702312662135","10.2622382745793","10.4347360720563","10.3799785285842","10.438651079834","10.4617050407745","10.4350680934661","10.6162669681771","11.5949541567255","11.5082933930745","11.52287630376","11.6528033201742","11.7840662655661","11.951135918593","12.3777292167953","","",
"Hong Kong SAR, China","HKG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.25948158","5.91137831","6.20206772","6.75686084","6.70680928","7.23821341","7.49824033","7.78619267","8.11684633","8.49036231","8.22617319","7.64115993","8.43328749","8.23170317","7.69356193","7.59248549","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5125118538987","4.88748422314912","5.00633610470231","5.18111795545116","5.35937956497811","5.44939932896665","5.52310422001415","5.76527271332179","5.56481675549799","5.82193537341607","5.84839654789423","5.57223648455428","5.6107104742042","5.69807074824763","5.69156576993476","5.95660383069757","","",
"Croatia","HRV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66469802","7.16206455","6.19018539","6.36214933","6.5725789","6.90187205","6.97723486","7.47406369","7.70480821","8.17113139","8.12300034","7.80604748","7.79695502","7.29948269","7.49048945","7.40361536","","",
"Haiti","HTI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90834262","6.60283356","5.98888018","5.76704884","5.85191719","5.50935549","5.5010374","6.78310915","7.65719394","8.68541997","10.21646382","10.63938909","10.08947788","7.23788227","7.18399262","6.86828112","","",
"Hungary","HUN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.77932589","6.8329084","7.12604302","8.14326758","7.78994909","8.02863187","7.84001611","7.25509019","7.13502424","7.28355933","7.55835933","7.58013875","7.49754119","7.28833308","7.14081101","7.23613379","","",
"IBRD only","IBD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.11248341002328","5.20108194083474","5.21223705105386","5.24248062151799","5.15141556430644","5.13355557868767","5.08759421120722","5.03934033038771","5.10281252577484","5.44151280984171","5.24936655729522","5.19172029146067","5.25141963387581","5.31427649058494","5.36327537314574","5.53242768326232","","",
"IDA & IBRD total","IBT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.02452533039474","5.11902713113171","5.12579349838895","5.17702057855293","5.09205024749547","5.08070828105297","5.03876713613235","5.0028702071909","5.05877950246501","5.38125311432674","5.18967439449438","5.12695026823462","5.1851347923451","5.24808596925572","5.29534786260817","5.46004376811798","","",
"IDA total","IDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74878485411831","3.87426338896117","3.89708754558565","4.25528443353496","4.2371860787","4.29366909988348","4.32947301590896","4.43883581822914","4.34853478353249","4.41631998701816","4.29995644449902","4.12244990238965","4.20780310931805","4.29842203074618","4.36374795262473","4.5079124542614","","",
"IDA blend","IDB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41360232794455","3.36187802542389","3.17485134024001","3.80258938426386","3.61024641502876","3.69228058354152","3.80399257694973","3.84959261661952","3.73011313184019","3.62212568218878","3.64220719960503","3.44855943573958","3.55135562547101","3.68699038090753","3.68339196802417","3.83139268261073","","",
"Indonesia","IDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00539907","2.23570261","2.14647506","2.44794682","2.31159211","2.7587607","2.85977083","3.07534261","2.8079594","2.8345809","3.45246938","3.34239123","3.37513792","3.37069441","3.44035739","3.34743137","","",
"IDA only","IDX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99515357303566","4.24624892860104","4.4325472648976","4.59734703208448","4.74579183139262","4.80294237789074","4.8145322188172","4.96300747868393","4.94227994250008","5.09592473107097","5.04163949547911","4.89863377611665","4.94377025057679","4.98112440698994","5.12680950558238","5.21314742831403","","",
"Isle of Man","IMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1790685","4.27642285","4.24965764","4.01356857","3.95739354","3.7911623","3.63477792","3.51754173","3.5146788","3.48538026","3.27212144","3.24645022","3.32847398","3.74842646","3.62952477","3.88825688","","",
"Not classified","INX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90515553","6.4002826","6.67495669","7.0085891","7.22509094","7.64651225","7.5106022","7.79887264","9.10599391","10.51131173","10.5408639","9.93500499","10.06057951","10.41887461","9.91316921","7.76144215","","",
"Iran, Islamic Rep.","IRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23884734","5.76876845","5.32407459","5.71883768","5.75773737","5.96909041","5.81282592","5.76242951","6.12740815","7.4686157","7.77940426","6.69041753","6.76123659","6.26189746","7.05538394","7.59492036","","",
"Iraq","IRQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03272832","3.8430525","2.89742293","2.42247772","3.10637202","3.03573875","3.76825902","3.30276123","2.87080235","3.18465021","3.18639194","3.39352241","3.39701631","","",
"Iceland","ISL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.00871741","8.88120505","9.58769649","10.07473813","9.55518896","9.21362009","8.91931469","8.72122793","8.71587647","9.05863512","8.8083617","8.64166298","8.69072538","8.69644398","8.78433245","8.6091496","","",
"Israel","ISR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80213165","7.2291749","7.15088897","7.09507618","7.0279496","7.12714124","6.93670699","6.91309028","7.00083628","7.08821966","7.05179319","6.99899575","7.13197051","7.10052786","7.43915845","7.4313808","","",
"Italy","ITA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.58037235","7.76886299","7.89303446","7.85541424","8.18779716","8.3612048","8.45968681","8.16283649","8.56183142","8.97653684","8.95361182","8.83464291","8.95606116","8.95226727","9.01144092","8.99632037","","",
"Jamaica","JAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.79903818","5.27377455","4.85185299","4.55482657","4.81279679","4.12280548","4.37392675","5.09386507","5.49315344","5.24604853","5.37769668","5.48140454","5.26143429","5.82503893","5.53112579","5.92552565","","",
"Jordan","JOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63542101","9.88403155","9.65557845","9.11631253","9.0358836","8.8624472","8.05590423","8.3007732","8.75370349","9.5020163","8.06029139","8.34126926","7.99435478","7.34961177","7.4143672","6.28439713","","",
"Japan","JPN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.15091301","7.35919809","7.47336461","7.61100288","7.65719447","7.78066856","7.80784261","7.89046068","8.19951431","9.05829702","9.15677291","10.61671765","10.79065328","10.79159414","10.83580344","10.89815618","","",
"Kazakhstan","KAZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17695259","3.57278648","3.86737698","3.84331894","3.97494934","4.04437725","3.71702511","3.24521361","3.58189125","4.29794485","4.20254275","3.62114297","3.98420007","3.76616703","3.64226279","3.88047502","","",
"Kenya","KEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24873192","5.40367012","5.51032816","5.17044946","5.05820339","5.0552042","4.64866932","5.02866341","4.83550885","5.32360521","6.40026309","5.54717065","5.65767376","5.68277723","5.47130015","5.22017671","","",
"Kyrgyz Republic","KGZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41415651","4.27701524","4.5922138","5.82384903","6.20283291","7.45009192","8.31183165","6.93212131","6.59160856","6.98004967","7.0793229","7.1606608","8.53521585","8.18745588","8.31271203","8.21788363","","",
"Cambodia","KHM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.40363453","6.56719714","6.7212328","7.74728049","7.83252213","7.05327045","5.93262098","4.90211106","6.60109416","7.5833059","6.93072062","7.50353116","7.26115581","6.9073057","6.17693328","5.98226009","","",
"Kiribati","KIR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.645","12.14483607","11.69225564","10.67273381","12.42136691","11.50462585","11.73847222","11.56942308","14.24638554","13.68005988","9.3739521","8.78063953","8.69406593","9.36154639","9.60014563","7.61327578","","",
"St. Kitts and Nevis","KNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.75361293","4.61338711","4.68326286","4.97737882","5.12529468","5.11370216","5.37301234","5.2464406","5.54370381","5.70213976","5.72687065","5.7297714","5.70643672","5.63131577","5.68470402","5.61781828","","",
"Korea, Rep.","KOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99853252","4.52543188","4.37628759","4.75478784","4.77699604","5.08239575","5.49753028","5.66152691","5.81713553","6.36247051","6.50482489","6.55843919","6.72750746","6.90492637","7.12494908","7.39052728","","",
"Kuwait","KWT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51506011","3.60747664","3.57204487","3.23118762","2.75736868","2.37780377","2.25317701","2.13317127","1.93337675","3.86933454","2.75702785","2.61810894","2.5737754","2.5854337","3.19758021","4.03326864","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.18378902387679","6.29778177836584","6.34188724595015","6.55050231794191","6.55723495308936","6.52549046889434","6.60124639397434","6.7084631067633","6.65563911194391","7.12982044147438","6.88173958948542","6.83289948723102","6.74846849818506","6.82940359127849","6.93050772178508","7.4163681816268","","",
"Lao PDR","LAO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.70264686","4.75526139","4.20313917","4.96522285","4.94231501","4.83582959","4.12145398","3.49919442","3.01994289","4.04189518","3.19253201","2.16192489","2.25182817","2.66362486","2.57288668","2.80561369","","",
"Lebanon","LBN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.67522173","10.39735048","9.1327344","8.55576331","8.07645582","7.62348364","8.75019148","8.64694222","7.89521561","7.05907889","7.52354651","8.14712434","7.95491552","7.49824263","7.35766012","7.43147196","","",
"Liberia","LBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8205154","3.68582718","2.90830301","3.45965039","7.86291897","8.50567566","8.07582687","10.25694971","11.02908057","10.58634239","9.97967465","10.52849576","9.28331708","9.16600505","14.09800197","15.18650331","","",
"Libya","LBY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42542057","4.05162821","4.89009927","4.10041168","3.49171287","2.59774676","2.51431359","2.43791212","2.32850697","3.87124747","3.36638775","4.98422713","","","","","","",
"St. Lucia","LCA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94221461","5.35398422","5.55280194","5.52822167","5.52729999","5.58134059","5.40552272","6.03269128","6.13632224","6.15513214","6.62183119","6.86725469","6.94858053","7.25985234","5.78185522","5.96353828","","",
"Latin America & Caribbean","LCN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08735884930324","6.20913068238762","6.30963252310454","6.55066696802001","6.52757800953124","6.51783736514474","6.56191912015839","6.65502592904349","6.62022577490748","7.12265192642583","6.87063213527427","6.78755948927821","6.72528461121262","6.82724024981686","6.92686122324774","7.38527492375762","","",
"Least developed countries: UN classification","LDC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.58236128005698","4.03079731403801","4.21185991515608","4.40787721579966","4.61317922364921","4.53168618600175","4.45088652686914","4.52238987755354","4.38249292218057","4.5711163117982","4.43950719312967","4.30423085284563","4.3549521853815","4.45903936857678","4.61778623494797","4.76180816342521","","",
"Low income","LIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25907769176944","4.85272770510026","5.10025740328437","5.28633012920377","5.40714372696478","5.31823806943279","5.3456564176043","5.41817960318346","5.42147529719569","5.7705687194147","6.24975897070222","5.76592078476161","5.78245689281125","5.69842662401485","5.90242535240127","6.02222222481113","","",
"Liechtenstein","LIE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.13727547","4.06734811","3.93109728","3.65707151","3.92520104","3.78041998","3.72780352","3.63993346","3.5481688","3.69862067","2.9710642","2.94717196","2.60568439","2.77294245","2.8304062","2.96601516","","",
"Lower middle income","LMC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83488505266987","3.99268795608111","3.88331418462799","3.94914982611096","3.89400014964881","3.97214526129658","3.93596044251984","3.90814325779293","3.86214849001017","3.88364803859596","3.79621468199912","3.74697586810487","3.86797733633482","4.054091663835","3.9246972885171","4.04723293602442","","",
"Low & middle income","LMY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.95679448723906","5.04283005090242","5.05551382279673","5.09415563923537","5.01038367437909","4.99316861585657","4.956343914971","4.91566769769394","4.95594562836214","5.27784704109957","5.09255843858453","5.04257949700789","5.10747865325578","5.16572616603207","5.21901265491269","5.37217508925878","","",
"Lesotho","LSO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.78127997","6.29207309","5.88162914","5.97008157","5.86793782","5.29394041","5.90875738","6.97579596","7.50781469","8.32828548","6.24850681","7.21232947","7.68609953","7.91520562","8.61609506","8.36260694","","",
"Late-demographic dividend","LTE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4174505781521","5.33833555537568","5.42659169895607","5.3460884430462","5.23415207055123","5.2109619588137","5.17566121414316","5.13505616401995","5.23499966301897","5.65875354569429","5.41280113751937","5.35544878972066","5.39952058820688","5.4747940737815","5.58651070924809","5.7196475210343","","",
"Lithuania","LTU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.82726171","5.82620029","6.18989357","6.24531302","5.50508014","5.63745096","5.83906442","5.75743698","6.28817328","7.35535441","6.8146869","6.4939425","6.28819546","6.13391768","6.17791746","6.51478014","","",
"Luxembourg","LUX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90140125","6.41021963","6.73757805","6.9711736","7.34654114","7.18410975","6.70957809","6.23422425","6.53786397","7.33959136","7.03065126","6.1120571","6.57173882","6.54780307","6.26572665","6.04774196","","",
"Latvia","LVA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9132163","8.3510914","8.49478505","8.23325483","9.2754074","8.85355766","8.8181052","8.8529169","8.5163657","8.86383542","8.6271369","7.92479645","7.64328038","7.51361289","7.82503769","5.76059881","","",
"Macao SAR, China","MAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.97807296","4.12981951","4.42979258","4.55366419","4.7291925","4.76469852","4.94123764","5.42293508","5.30251674","5.84124489","5.86408866","5.73299337","5.74942274","5.64798429","5.66501093","5.52786362","","",
"Monaco","MCO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7343144","1.76268415","1.7893039","2.08323659","2.12556236","2.11666759","2.01992917","1.78848015","1.92448523","2.27668525","2.33102321","2.17897712","2.23542721","2.14871755","2.0883706","2.03063504","","",
"Moldova","MDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.81154132","6.10426532","7.10205305","7.02254339","8.97167982","9.55816723","10.54442498","11.01963378","10.99918461","13.67702622","12.15822824","10.912133","10.92740064","10.32628733","10.28384064","10.17682846","","",
"Madagascar","MDG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.34605251","5.73662171","5.87437022","4.79875556","5.52235649","5.51235821","5.6075183","5.27872174","4.62819104","5.08208917","5.36737154","5.00145865","3.80134218","4.03600814","4.87813521","5.23778965","","",
